index,turn,phase,step_ms,managed_mb,allocated_mb,gc0,gc1,gc2,save_load_executed,save_success,load_success,save_load_ms
1,2,1,2.638,8.08,109.94,142,142,142,0,0,0,0.000
2,3,2,0.186,8.08,109.94,142,142,142,0,0,0,0.000
3,4,3,0.023,8.08,109.94,142,142,142,0,0,0,0.000
4,5,4,0.018,8.08,109.94,142,142,142,0,0,0,0.000
5,6,5,0.018,8.08,109.94,142,142,142,0,0,0,0.000
6,7,0,0.018,8.08,109.94,142,142,142,0,0,0,0.000
7,8,1,0.018,8.08,109.94,142,142,142,0,0,0,0.000
8,9,2,0.021,8.09,109.94,142,142,142,0,0,0,0.000
9,10,3,0.018,8.09,109.94,142,142,142,0,0,0,0.000
10,11,4,0.019,8.09,109.94,142,142,142,0,0,0,0.000
11,12,5,0.018,8.09,109.94,142,142,142,0,0,0,0.000
12,13,0,0.018,8.09,109.94,142,142,142,0,0,0,0.000
13,14,1,0.018,8.09,109.94,142,142,142,0,0,0,0.000
14,15,2,0.018,8.09,109.94,142,142,142,0,0,0,0.000
15,16,3,0.018,8.09,109.94,142,142,142,0,0,0,0.000
16,17,4,0.018,8.09,109.94,142,142,142,0,0,0,0.000
17,18,5,0.019,8.09,109.94,142,142,142,0,0,0,0.000
18,19,0,0.018,8.09,109.94,142,142,142,0,0,0,0.000
19,20,1,0.020,8.09,109.94,142,142,142,0,0,0,0.000
20,21,2,0.018,8.09,109.94,142,142,142,0,0,0,0.000
21,22,3,0.018,8.09,109.94,142,142,142,0,0,0,0.000
22,23,4,0.018,8.09,109.94,142,142,142,0,0,0,0.000
23,24,5,0.018,8.09,109.94,142,142,142,0,0,0,0.000
24,1,0,0.019,8.09,109.94,142,142,142,0,0,0,0.000
25,2,1,0.018,8.09,109.94,142,142,142,0,0,0,0.000
26,3,2,0.018,8.09,109.94,142,142,142,0,0,0,0.000
27,4,3,0.018,8.09,109.94,142,142,142,0,0,0,0.000
28,5,4,0.018,8.09,109.94,142,142,142,0,0,0,0.000
29,6,5,0.018,8.09,109.94,142,142,142,0,0,0,0.000
30,7,0,0.019,8.09,109.94,142,142,142,0,0,0,0.000
31,8,1,0.018,8.09,109.94,142,142,142,0,0,0,0.000
32,9,2,0.019,8.09,109.94,142,142,142,0,0,0,0.000
33,10,3,0.018,8.09,109.94,142,142,142,0,0,0,0.000
34,11,4,0.018,8.09,109.94,142,142,142,0,0,0,0.000
35,12,5,0.018,8.09,109.94,142,142,142,0,0,0,0.000
36,13,0,0.018,8.09,109.94,142,142,142,0,0,0,0.000
37,14,1,0.018,8.09,109.94,142,142,142,0,0,0,0.000
38,15,2,0.018,8.09,109.94,142,142,142,0,0,0,0.000
39,16,3,0.018,8.09,109.94,142,142,142,0,0,0,0.000
40,17,4,0.020,8.10,109.94,142,142,142,0,0,0,0.000
41,18,5,0.018,8.10,109.94,142,142,142,0,0,0,0.000
42,19,0,0.019,8.10,109.94,142,142,142,0,0,0,0.000
43,20,1,0.018,8.10,109.94,142,142,142,0,0,0,0.000
44,21,2,0.018,8.10,109.94,142,142,142,0,0,0,0.000
45,22,3,0.019,8.10,109.94,142,142,142,0,0,0,0.000
46,23,4,0.019,8.10,109.94,142,142,142,0,0,0,0.000
47,24,5,0.019,8.10,109.94,142,142,142,0,0,0,0.000
48,1,0,0.018,8.10,109.94,142,142,142,0,0,0,0.000
49,2,1,0.018,8.10,109.94,142,142,142,0,0,0,0.000
50,3,2,0.018,8.10,109.94,142,142,142,1,1,1,33.351
51,4,3,0.038,8.22,109.96,142,142,142,0,0,0,0.000
52,5,4,0.025,8.22,109.96,142,142,142,0,0,0,0.000
53,6,5,0.020,8.22,109.96,142,142,142,0,0,0,0.000
