index,turn,phase,step_ms,managed_mb,allocated_mb,gc0,gc1,gc2,save_load_executed,save_success,load_success,save_load_ms
464,9,2,0.020,8.66,109.99,143,143,143,0,0,0,0.000
465,10,3,0.021,8.66,109.99,143,143,143,0,0,0,0.000
466,11,4,0.020,8.66,109.99,143,143,143,0,0,0,0.000
467,12,5,0.021,8.66,109.99,143,143,143,0,0,0,0.000
468,13,0,0.020,8.66,109.99,143,143,143,0,0,0,0.000
469,14,1,0.020,8.66,109.99,143,143,143,0,0,0,0.000
470,15,2,0.020,8.66,109.99,143,143,143,0,0,0,0.000
471,16,3,0.019,8.66,109.99,143,143,143,0,0,0,0.000
472,17,4,0.019,8.66,109.99,143,143,143,0,0,0,0.000
473,18,5,0.020,8.66,109.99,143,143,143,0,0,0,0.000
474,19,0,0.019,8.66,109.99,143,143,143,0,0,0,0.000
475,20,1,0.020,8.67,109.99,143,143,143,0,0,0,0.000
476,21,2,0.021,8.67,109.99,143,143,143,0,0,0,0.000
477,22,3,0.029,8.67,109.99,143,143,143,0,0,0,0.000
478,23,4,0.020,8.67,109.99,143,143,143,0,0,0,0.000
479,24,5,0.020,8.67,109.99,143,143,143,0,0,0,0.000
480,1,0,0.020,8.67,109.99,143,143,143,0,0,0,0.000
481,2,1,0.020,8.67,109.99,143,143,143,0,0,0,0.000
482,3,2,0.020,8.67,109.99,143,143,143,0,0,0,0.000
483,4,3,0.021,8.68,109.99,143,143,143,0,0,0,0.000
484,5,4,0.020,8.68,109.99,143,143,143,0,0,0,0.000
485,6,5,0.020,8.68,109.99,143,143,143,0,0,0,0.000
486,7,0,0.022,8.68,109.99,143,143,143,0,0,0,0.000
487,8,1,0.020,8.68,109.99,143,143,143,0,0,0,0.000
488,9,2,0.020,8.68,109.99,143,143,143,0,0,0,0.000
489,10,3,0.020,8.68,109.99,143,143,143,0,0,0,0.000
490,11,4,0.020,8.68,109.99,143,143,143,0,0,0,0.000
491,12,5,0.022,8.68,109.99,143,143,143,0,0,0,0.000
492,13,0,0.021,8.68,109.99,143,143,143,0,0,0,0.000
493,14,1,0.020,8.68,109.99,143,143,143,0,0,0,0.000
494,15,2,0.021,8.68,109.99,143,143,143,0,0,0,0.000
495,16,3,0.020,8.68,109.99,143,143,143,0,0,0,0.000
496,17,4,0.020,8.68,109.99,143,143,143,0,0,0,0.000
497,18,5,0.022,8.69,109.99,143,143,143,0,0,0,0.000
498,19,0,0.020,8.69,109.99,143,143,143,0,0,0,0.000
499,20,1,0.021,8.69,109.99,143,143,143,0,0,0,0.000
500,21,2,0.020,8.69,109.99,143,143,143,1,1,1,19.354
501,22,3,0.034,8.82,109.99,143,143,143,0,0,0,0.000
502,23,4,0.020,8.82,109.99,143,143,143,0,0,0,0.000
503,24,5,0.019,8.82,109.99,143,143,143,0,0,0,0.000
504,1,0,0.019,8.82,109.99,143,143,143,0,0,0,0.000
505,2,1,0.018,8.82,109.99,143,143,143,0,0,0,0.000
506,3,2,0.021,8.82,109.99,143,143,143,0,0,0,0.000
507,4,3,0.018,8.82,109.99,143,143,143,0,0,0,0.000
508,5,4,0.018,8.82,109.99,143,143,143,0,0,0,0.000
509,6,5,0.018,8.82,109.99,143,143,143,0,0,0,0.000
510,7,0,0.018,8.82,109.99,143,143,143,0,0,0,0.000
511,8,1,0.018,8.82,109.99,143,143,143,0,0,0,0.000
512,9,2,0.018,8.82,109.99,143,143,143,0,0,0,0.000
513,10,3,0.018,8.82,109.99,143,143,143,0,0,0,0.000
514,11,4,0.021,8.84,109.99,143,143,143,0,0,0,0.000
515,12,5,0.018,8.84,109.99,143,143,143,0,0,0,0.000
516,13,0,0.019,8.84,109.99,143,143,143,0,0,0,0.000
517,14,1,0.018,8.84,109.99,143,143,143,0,0,0,0.000
518,15,2,0.018,8.84,109.99,143,143,143,0,0,0,0.000
519,16,3,0.018,8.84,109.99,143,143,143,0,0,0,0.000
520,17,4,0.019,8.84,109.99,143,143,143,0,0,0,0.000
521,18,5,0.018,8.84,109.99,143,143,143,0,0,0,0.000
522,19,0,0.019,8.85,109.99,143,143,143,0,0,0,0.000
523,20,1,0.019,8.85,109.99,143,143,143,0,0,0,0.000
524,21,2,0.018,8.85,109.99,143,143,143,0,0,0,0.000
525,22,3,0.018,8.85,109.99,143,143,143,0,0,0,0.000
526,23,4,0.018,8.85,109.99,143,143,143,0,0,0,0.000
527,24,5,0.019,8.85,109.99,143,143,143,0,0,0,0.000
528,1,0,0.018,8.85,109.99,143,143,143,0,0,0,0.000
529,2,1,0.018,8.85,109.99,143,143,143,0,0,0,0.000
530,3,2,0.019,8.86,109.99,143,143,143,0,0,0,0.000
531,4,3,0.018,8.86,109.99,143,143,143,0,0,0,0.000
532,5,4,0.018,8.86,109.99,143,143,143,0,0,0,0.000
533,6,5,0.018,8.86,109.99,143,143,143,0,0,0,0.000
534,7,0,0.018,8.86,109.99,143,143,143,0,0,0,0.000
535,8,1,0.018,8.86,109.99,143,143,143,0,0,0,0.000
536,9,2,0.148,8.86,109.99,143,143,143,0,0,0,0.000
537,10,3,0.020,8.86,109.99,143,143,143,0,0,0,0.000
538,11,4,0.024,8.86,109.99,143,143,143,0,0,0,0.000
539,12,5,0.019,8.86,109.99,143,143,143,0,0,0,0.000
540,13,0,0.019,8.86,109.99,143,143,143,0,0,0,0.000
541,14,1,0.019,8.86,109.99,143,143,143,0,0,0,0.000
542,15,2,0.019,8.86,109.99,143,143,143,0,0,0,0.000
543,16,3,0.019,8.86,109.99,143,143,143,0,0,0,0.000
544,17,4,0.019,8.86,109.99,143,143,143,0,0,0,0.000
545,18,5,0.019,8.86,109.99,143,143,143,0,0,0,0.000
546,19,0,0.019,8.87,109.99,143,143,143,0,0,0,0.000
547,20,1,0.018,8.87,109.99,143,143,143,0,0,0,0.000
548,21,2,0.020,8.87,109.99,143,143,143,0,0,0,0.000
549,22,3,0.018,8.87,109.99,143,143,143,0,0,0,0.000
550,23,4,0.018,8.87,109.99,143,143,143,1,1,1,19.325
551,24,5,0.033,9.00,109.99,143,143,143,0,0,0,0.000
552,1,0,0.020,9.00,109.99,143,143,143,0,0,0,0.000
553,2,1,0.019,9.00,109.99,143,143,143,0,0,0,0.000
554,3,2,0.020,9.00,109.99,143,143,143,0,0,0,0.000
555,4,3,0.019,9.00,109.99,143,143,143,0,0,0,0.000
556,5,4,0.019,9.00,109.99,143,143,143,0,0,0,0.000
557,6,5,0.019,9.00,109.99,143,143,143,0,0,0,0.000
558,7,0,0.018,9.00,109.99,143,143,143,0,0,0,0.000
559,8,1,0.018,9.00,109.99,143,143,143,0,0,0,0.000
560,9,2,0.019,9.00,109.99,143,143,143,0,0,0,0.000
561,10,3,0.018,9.00,109.99,143,143,143,0,0,0,0.000
562,11,4,0.019,9.01,109.99,143,143,143,0,0,0,0.000
563,12,5,0.019,9.01,109.99,143,143,143,0,0,0,0.000
564,13,0,0.018,9.01,109.99,143,143,143,0,0,0,0.000
565,14,1,0.018,9.01,109.99,143,143,143,0,0,0,0.000
566,15,2,0.018,9.01,109.99,143,143,143,0,0,0,0.000
567,16,3,0.018,9.01,109.99,143,143,143,0,0,0,0.000
568,17,4,0.019,9.01,109.99,143,143,143,0,0,0,0.000
569,18,5,0.018,9.01,109.99,143,143,143,0,0,0,0.000
570,19,0,0.019,9.02,109.99,143,143,143,0,0,0,0.000
571,20,1,0.018,9.02,109.99,143,143,143,0,0,0,0.000
572,21,2,0.018,9.02,109.99,143,143,143,0,0,0,0.000
573,22,3,0.018,9.02,109.99,143,143,143,0,0,0,0.000
574,23,4,0.018,9.02,109.99,143,143,143,0,0,0,0.000
575,24,5,0.018,9.02,109.99,143,143,143,0,0,0,0.000
576,1,0,0.018,9.02,109.99,143,143,143,0,0,0,0.000
577,2,1,0.018,9.02,109.99,143,143,143,0,0,0,0.000
578,3,2,0.020,9.02,109.99,143,143,143,0,0,0,0.000
579,4,3,0.018,9.02,109.99,143,143,143,0,0,0,0.000
580,5,4,0.018,9.02,109.99,143,143,143,0,0,0,0.000
581,6,5,0.018,9.02,109.99,143,143,143,0,0,0,0.000
582,7,0,0.019,9.02,109.99,143,143,143,0,0,0,0.000
583,8,1,0.018,9.02,109.99,143,143,143,0,0,0,0.000
584,9,2,0.018,9.02,109.99,143,143,143,0,0,0,0.000
585,10,3,0.018,9.02,109.99,143,143,143,0,0,0,0.000
586,11,4,0.019,9.03,109.99,143,143,143,0,0,0,0.000
587,12,5,0.027,9.03,109.99,143,143,143,0,0,0,0.000
588,13,0,0.018,9.03,109.99,143,143,143,0,0,0,0.000
589,14,1,0.019,9.03,109.99,143,143,143,0,0,0,0.000
590,15,2,0.018,9.03,109.99,143,143,143,0,0,0,0.000
591,16,3,0.018,9.03,109.99,143,143,143,0,0,0,0.000
592,17,4,0.018,9.03,109.99,143,143,143,0,0,0,0.000
593,18,5,0.018,9.03,109.99,143,143,143,0,0,0,0.000
594,19,0,0.019,9.04,109.99,143,143,143,0,0,0,0.000
595,20,1,0.018,9.04,109.99,143,143,143,0,0,0,0.000
596,21,2,0.018,9.04,109.99,143,143,143,0,0,0,0.000
597,22,3,0.018,9.04,109.99,143,143,143,0,0,0,0.000
598,23,4,0.018,9.04,109.99,143,143,143,0,0,0,0.000
599,24,5,0.018,9.04,109.99,143,143,143,0,0,0,0.000
600,1,0,0.019,9.04,109.99,143,143,143,1,1,1,22.472
601,2,1,0.035,8.21,110.00,144,144,144,0,0,0,0.000
602,3,2,0.021,8.21,110.00,144,144,144,0,0,0,0.000
603,4,3,0.021,8.21,110.00,144,144,144,0,0,0,0.000
604,5,4,0.023,8.21,110.00,144,144,144,0,0,0,0.000
605,6,5,0.020,8.21,110.00,144,144,144,0,0,0,0.000
606,7,0,0.020,8.21,110.00,144,144,144,0,0,0,0.000
607,8,1,0.020,8.21,110.00,144,144,144,0,0,0,0.000
608,9,2,0.020,8.21,110.00,144,144,144,0,0,0,0.000
609,10,3,0.020,8.21,110.00,144,144,144,0,0,0,0.000
610,11,4,0.022,8.21,110.00,144,144,144,0,0,0,0.000
611,12,5,0.021,8.21,110.00,144,144,144,0,0,0,0.000
612,13,0,0.154,8.21,110.00,144,144,144,0,0,0,0.000
613,14,1,0.029,8.21,110.00,144,144,144,0,0,0,0.000
614,15,2,0.020,8.21,110.00,144,144,144,0,0,0,0.000
615,16,3,0.020,8.21,110.00,144,144,144,0,0,0,0.000
616,17,4,0.020,8.21,110.00,144,144,144,0,0,0,0.000
617,18,5,0.020,8.21,110.00,144,144,144,0,0,0,0.000
618,19,0,0.021,8.21,110.00,144,144,144,0,0,0,0.000
619,20,1,0.020,8.21,110.00,144,144,144,0,0,0,0.000
620,21,2,0.021,8.21,110.00,144,144,144,0,0,0,0.000
621,22,3,0.020,8.21,110.00,144,144,144,0,0,0,0.000
622,23,4,0.020,8.21,110.00,144,144,144,0,0,0,0.000
623,24,5,0.020,8.21,110.00,144,144,144,0,0,0,0.000
624,1,0,0.019,8.21,110.00,144,144,144,0,0,0,0.000
625,2,1,0.021,8.21,110.00,144,144,144,0,0,0,0.000
626,3,2,0.019,8.21,110.00,144,144,144,0,0,0,0.000
627,4,3,0.020,8.21,110.00,144,144,144,0,0,0,0.000
628,5,4,0.021,8.21,110.00,144,144,144,0,0,0,0.000
629,6,5,0.019,8.21,110.00,144,144,144,0,0,0,0.000
630,7,0,0.020,8.21,110.00,144,144,144,0,0,0,0.000
631,8,1,0.020,8.21,110.00,144,144,144,0,0,0,0.000
632,9,2,0.021,8.21,110.00,144,144,144,0,0,0,0.000
633,10,3,0.020,8.21,110.00,144,144,144,0,0,0,0.000
634,11,4,0.020,8.21,110.00,144,144,144,0,0,0,0.000
635,12,5,0.020,8.21,110.00,144,144,144,0,0,0,0.000
636,13,0,0.020,8.21,110.00,144,144,144,0,0,0,0.000
637,14,1,0.020,8.21,110.00,144,144,144,0,0,0,0.000
638,15,2,0.020,8.21,110.00,144,144,144,0,0,0,0.000
639,16,3,0.021,8.21,110.00,144,144,144,0,0,0,0.000
640,17,4,0.023,8.21,110.00,144,144,144,0,0,0,0.000
641,18,5,0.020,8.21,110.00,144,144,144,0,0,0,0.000
642,19,0,0.020,8.21,110.00,144,144,144,0,0,0,0.000
643,20,1,0.020,8.21,110.00,144,144,144,0,0,0,0.000
644,21,2,0.020,8.21,110.00,144,144,144,0,0,0,0.000
645,22,3,0.019,8.21,110.00,144,144,144,0,0,0,0.000
646,23,4,0.020,8.21,110.00,144,144,144,0,0,0,0.000
647,24,5,0.022,8.22,110.00,144,144,144,0,0,0,0.000
648,1,0,0.021,8.22,110.00,144,144,144,0,0,0,0.000
649,2,1,0.020,8.22,110.00,144,144,144,0,0,0,0.000
650,3,2,0.021,8.22,110.00,144,144,144,1,1,1,20.100
651,4,3,0.033,8.34,110.00,144,144,144,0,0,0,0.000
652,5,4,0.021,8.34,110.00,144,144,144,0,0,0,0.000
653,6,5,0.020,8.34,110.00,144,144,144,0,0,0,0.000
654,7,0,0.019,8.34,110.00,144,144,144,0,0,0,0.000
655,8,1,0.020,8.34,110.00,144,144,144,0,0,0,0.000
656,9,2,0.019,8.34,110.00,144,144,144,0,0,0,0.000
657,10,3,0.019,8.34,110.00,144,144,144,0,0,0,0.000
658,11,4,0.019,8.34,110.00,144,144,144,0,0,0,0.000
659,12,5,0.019,8.34,110.00,144,144,144,0,0,0,0.000
660,13,0,0.020,8.34,110.00,144,144,144,0,0,0,0.000
661,14,1,0.018,8.34,110.00,144,144,144,0,0,0,0.000
662,15,2,0.019,8.34,110.00,144,144,144,0,0,0,0.000
663,16,3,0.020,8.34,110.00,144,144,144,0,0,0,0.000
664,17,4,0.018,8.34,110.00,144,144,144,0,0,0,0.000
665,18,5,0.018,8.34,110.00,144,144,144,0,0,0,0.000
666,19,0,0.020,8.34,110.00,144,144,144,0,0,0,0.000
667,20,1,0.019,8.34,110.00,144,144,144,0,0,0,0.000
668,21,2,0.021,8.34,110.00,144,144,144,0,0,0,0.000
669,22,3,0.019,8.34,110.00,144,144,144,0,0,0,0.000
670,23,4,0.018,8.34,110.00,144,144,144,0,0,0,0.000
671,24,5,0.019,8.34,110.00,144,144,144,0,0,0,0.000
672,1,0,0.018,8.34,110.00,144,144,144,0,0,0,0.000
673,2,1,0.020,8.34,110.00,144,144,144,0,0,0,0.000
674,3,2,0.018,8.34,110.00,144,144,144,0,0,0,0.000
675,4,3,0.018,8.34,110.00,144,144,144,0,0,0,0.000
676,5,4,0.019,8.34,110.00,144,144,144,0,0,0,0.000
677,6,5,0.021,8.35,110.00,144,144,144,0,0,0,0.000
678,7,0,0.019,8.35,110.00,144,144,144,0,0,0,0.000
679,8,1,0.019,8.35,110.00,144,144,144,0,0,0,0.000
680,9,2,0.018,8.35,110.00,144,144,144,0,0,0,0.000
681,10,3,0.019,8.35,110.00,144,144,144,0,0,0,0.000
682,11,4,0.018,8.35,110.00,144,144,144,0,0,0,0.000
683,12,5,0.018,8.35,110.00,144,144,144,0,0,0,0.000
684,13,0,0.019,8.35,110.00,144,144,144,0,0,0,0.000
685,14,1,0.018,8.35,110.00,144,144,144,0,0,0,0.000
686,15,2,0.018,8.35,110.00,144,144,144,0,0,0,0.000
687,16,3,0.026,8.35,110.00,144,144,144,0,0,0,0.000
688,17,4,0.019,8.35,110.00,144,144,144,0,0,0,0.000
689,18,5,0.019,8.35,110.00,144,144,144,0,0,0,0.000
690,19,0,0.018,8.35,110.00,144,144,144,0,0,0,0.000
691,20,1,0.019,8.35,110.00,144,144,144,0,0,0,0.000
692,21,2,0.018,8.35,110.00,144,144,144,0,0,0,0.000
693,22,3,0.018,8.35,110.00,144,144,144,0,0,0,0.000
694,23,4,0.020,8.35,110.00,144,144,144,0,0,0,0.000
695,24,5,0.018,8.35,110.00,144,144,144,0,0,0,0.000
696,1,0,0.018,8.35,110.00,144,144,144,0,0,0,0.000
697,2,1,0.018,8.35,110.00,144,144,144,0,0,0,0.000
698,3,2,0.020,8.36,110.00,144,144,144,0,0,0,0.000
699,4,3,0.018,8.36,110.00,144,144,144,0,0,0,0.000
700,5,4,0.018,8.36,110.00,144,144,144,1,1,1,18.928
701,6,5,0.035,8.48,110.00,144,144,144,0,0,0,0.000
702,7,0,0.020,8.48,110.00,144,144,144,0,0,0,0.000
703,8,1,0.019,8.48,110.00,144,144,144,0,0,0,0.000
704,9,2,0.019,8.48,110.00,144,144,144,0,0,0,0.000
705,10,3,0.019,8.48,110.00,144,144,144,0,0,0,0.000
706,11,4,0.018,8.48,110.00,144,144,144,0,0,0,0.000
707,12,5,0.021,8.48,110.00,144,144,144,0,0,0,0.000
708,13,0,0.019,8.48,110.00,144,144,144,0,0,0,0.000
709,14,1,0.018,8.48,110.00,144,144,144,0,0,0,0.000
710,15,2,0.018,8.48,110.00,144,144,144,0,0,0,0.000
711,16,3,0.018,8.48,110.00,144,144,144,0,0,0,0.000
712,17,4,0.018,8.48,110.00,144,144,144,0,0,0,0.000
713,18,5,0.018,8.48,110.00,144,144,144,0,0,0,0.000
714,19,0,0.018,8.48,110.00,144,144,144,0,0,0,0.000
715,20,1,0.027,8.48,110.00,144,144,144,0,0,0,0.000
716,21,2,0.018,8.48,110.00,144,144,144,0,0,0,0.000
717,22,3,0.018,8.48,110.00,144,144,144,0,0,0,0.000
718,23,4,0.019,8.48,110.00,144,144,144,0,0,0,0.000
719,24,5,0.018,8.48,110.00,144,144,144,0,0,0,0.000
720,1,0,0.018,8.48,110.00,144,144,144,0,0,0,0.000
721,2,1,0.018,8.48,110.00,144,144,144,0,0,0,0.000
722,3,2,0.020,8.48,110.00,144,144,144,0,0,0,0.000
723,4,3,0.018,8.48,110.00,144,144,144,0,0,0,0.000
724,5,4,0.019,8.48,110.00,144,144,144,0,0,0,0.000
725,6,5,0.018,8.48,110.00,144,144,144,0,0,0,0.000
726,7,0,0.018,8.48,110.00,144,144,144,0,0,0,0.000
727,8,1,0.018,8.48,110.00,144,144,144,0,0,0,0.000
728,9,2,0.020,8.49,110.00,144,144,144,0,0,0,0.000
729,10,3,0.020,8.49,110.00,144,144,144,0,0,0,0.000
730,11,4,0.018,8.49,110.00,144,144,144,0,0,0,0.000
731,12,5,0.018,8.49,110.00,144,144,144,0,0,0,0.000
732,13,0,0.018,8.49,110.00,144,144,144,0,0,0,0.000
733,14,1,0.018,8.49,110.00,144,144,144,0,0,0,0.000
734,15,2,0.018,8.49,110.00,144,144,144,0,0,0,0.000
735,16,3,0.018,8.49,110.00,144,144,144,0,0,0,0.000
736,17,4,0.020,8.49,110.00,144,144,144,0,0,0,0.000
737,18,5,0.018,8.49,110.00,144,144,144,0,0,0,0.000
738,19,0,0.018,8.49,110.00,144,144,144,0,0,0,0.000
739,20,1,0.019,8.49,110.00,144,144,144,0,0,0,0.000
740,21,2,0.018,8.49,110.00,144,144,144,0,0,0,0.000
741,22,3,0.018,8.49,110.00,144,144,144,0,0,0,0.000
742,23,4,0.018,8.49,110.00,144,144,144,0,0,0,0.000
743,24,5,0.021,8.49,110.00,144,144,144,0,0,0,0.000
744,1,0,0.018,8.49,110.00,144,144,144,0,0,0,0.000
745,2,1,0.018,8.49,110.00,144,144,144,0,0,0,0.000
746,3,2,0.018,8.49,110.00,144,144,144,0,0,0,0.000
747,4,3,0.020,8.49,110.00,144,144,144,0,0,0,0.000
748,5,4,0.018,8.49,110.00,144,144,144,0,0,0,0.000
749,6,5,0.018,8.49,110.00,144,144,144,0,0,0,0.000
750,7,0,0.020,8.50,110.00,144,144,144,1,1,1,18.795
751,8,1,0.031,8.62,110.01,144,144,144,0,0,0,0.000
752,9,2,0.018,8.62,110.01,144,144,144,0,0,0,0.000
753,10,3,0.018,8.62,110.01,144,144,144,0,0,0,0.000
754,11,4,0.020,8.62,110.01,144,144,144,0,0,0,0.000
755,12,5,0.017,8.62,110.01,144,144,144,0,0,0,0.000
756,13,0,0.017,8.62,110.01,144,144,144,0,0,0,0.000
757,14,1,0.017,8.62,110.01,144,144,144,0,0,0,0.000
758,15,2,0.019,8.63,110.01,144,144,144,0,0,0,0.000
759,16,3,0.017,8.63,110.01,144,144,144,0,0,0,0.000
760,17,4,0.017,8.63,110.01,144,144,144,0,0,0,0.000
761,18,5,0.017,8.63,110.01,144,144,144,0,0,0,0.000
762,19,0,0.018,8.63,110.01,144,144,144,0,0,0,0.000
763,20,1,0.017,8.63,110.01,144,144,144,0,0,0,0.000
764,21,2,0.017,8.63,110.01,144,144,144,0,0,0,0.000
765,22,3,0.017,8.63,110.01,144,144,144,0,0,0,0.000
766,23,4,0.017,8.63,110.01,144,144,144,0,0,0,0.000
767,24,5,0.017,8.63,110.01,144,144,144,0,0,0,0.000
768,1,0,0.017,8.63,110.01,144,144,144,0,0,0,0.000
769,2,1,0.019,8.63,110.01,144,144,144,0,0,0,0.000
770,3,2,0.018,8.64,110.01,144,144,144,0,0,0,0.000
771,4,3,0.017,8.64,110.01,144,144,144,0,0,0,0.000
772,5,4,0.017,8.64,110.01,144,144,144,0,0,0,0.000
773,6,5,0.017,8.64,110.01,144,144,144,0,0,0,0.000
774,7,0,0.017,8.64,110.01,144,144,144,0,0,0,0.000
775,8,1,0.017,8.64,110.01,144,144,144,0,0,0,0.000
776,9,2,0.017,8.64,110.01,144,144,144,0,0,0,0.000
777,10,3,0.017,8.64,110.01,144,144,144,0,0,0,0.000
778,11,4,0.018,8.64,110.01,144,144,144,0,0,0,0.000
779,12,5,0.017,8.64,110.01,144,144,144,0,0,0,0.000
780,13,0,0.018,8.64,110.01,144,144,144,0,0,0,0.000
781,14,1,0.017,8.64,110.01,144,144,144,0,0,0,0.000
782,15,2,0.017,8.64,110.01,144,144,144,0,0,0,0.000
783,16,3,0.017,8.64,110.01,144,144,144,0,0,0,0.000
784,17,4,0.017,8.64,110.01,144,144,144,0,0,0,0.000
785,18,5,0.017,8.64,110.01,144,144,144,0,0,0,0.000
786,19,0,0.018,8.65,110.01,144,144,144,0,0,0,0.000
787,20,1,0.017,8.65,110.01,144,144,144,0,0,0,0.000
788,21,2,0.017,8.65,110.01,144,144,144,0,0,0,0.000
789,22,3,0.017,8.65,110.01,144,144,144,0,0,0,0.000
790,23,4,0.177,8.65,110.01,144,144,144,0,0,0,0.000
791,24,5,0.019,8.65,110.01,144,144,144,0,0,0,0.000
792,1,0,0.018,8.65,110.01,144,144,144,0,0,0,0.000
793,2,1,0.018,8.65,110.01,144,144,144,0,0,0,0.000
794,3,2,0.019,8.66,110.01,144,144,144,0,0,0,0.000
795,4,3,0.018,8.66,110.01,144,144,144,0,0,0,0.000
796,5,4,0.018,8.66,110.01,144,144,144,0,0,0,0.000
797,6,5,0.018,8.66,110.01,144,144,144,0,0,0,0.000
798,7,0,0.018,8.66,110.01,144,144,144,0,0,0,0.000
799,8,1,0.018,8.66,110.01,144,144,144,0,0,0,0.000
800,9,2,0.018,8.66,110.01,144,144,144,1,1,1,18.829
801,10,3,0.038,8.79,110.01,144,144,144,0,0,0,0.000
802,11,4,0.020,8.79,110.01,144,144,144,0,0,0,0.000
803,12,5,0.019,8.79,110.01,144,144,144,0,0,0,0.000
804,13,0,0.018,8.79,110.01,144,144,144,0,0,0,0.000
805,14,1,0.019,8.79,110.01,144,144,144,0,0,0,0.000
806,15,2,0.019,8.79,110.01,144,144,144,0,0,0,0.000
807,16,3,0.019,8.79,110.01,144,144,144,0,0,0,0.000
808,17,4,0.018,8.79,110.01,144,144,144,0,0,0,0.000
809,18,5,0.019,8.79,110.01,144,144,144,0,0,0,0.000
810,19,0,0.020,8.80,110.01,144,144,144,0,0,0,0.000
811,20,1,0.018,8.80,110.01,144,144,144,0,0,0,0.000
812,21,2,0.077,8.80,110.01,144,144,144,0,0,0,0.000
813,22,3,0.022,8.80,110.01,144,144,144,0,0,0,0.000
814,23,4,0.019,8.80,110.01,144,144,144,0,0,0,0.000
815,24,5,0.019,8.80,110.01,144,144,144,0,0,0,0.000
816,1,0,0.019,8.80,110.01,144,144,144,0,0,0,0.000
817,2,1,0.021,8.80,110.01,144,144,144,0,0,0,0.000
818,3,2,0.018,8.80,110.01,144,144,144,0,0,0,0.000
819,4,3,0.018,8.80,110.01,144,144,144,0,0,0,0.000
820,5,4,0.020,8.80,110.01,144,144,144,0,0,0,0.000
821,6,5,0.019,8.80,110.01,144,144,144,0,0,0,0.000
822,7,0,0.019,8.80,110.01,144,144,144,0,0,0,0.000
823,8,1,0.019,8.80,110.01,144,144,144,0,0,0,0.000
824,9,2,0.019,8.80,110.01,144,144,144,0,0,0,0.000
825,10,3,0.019,8.81,110.01,144,144,144,0,0,0,0.000
826,11,4,0.018,8.81,110.01,144,144,144,0,0,0,0.000
827,12,5,0.018,8.81,110.01,144,144,144,0,0,0,0.000
828,13,0,0.018,8.81,110.01,144,144,144,0,0,0,0.000
829,14,1,0.018,8.81,110.01,144,144,144,0,0,0,0.000
830,15,2,0.018,8.81,110.01,144,144,144,0,0,0,0.000
831,16,3,0.019,8.81,110.01,144,144,144,0,0,0,0.000
832,17,4,0.018,8.81,110.01,144,144,144,0,0,0,0.000
833,18,5,0.020,8.82,110.01,144,144,144,0,0,0,0.000
834,19,0,0.018,8.82,110.01,144,144,144,0,0,0,0.000
835,20,1,0.018,8.82,110.01,144,144,144,0,0,0,0.000
836,21,2,0.018,8.82,110.01,144,144,144,0,0,0,0.000
837,22,3,0.018,8.82,110.01,144,144,144,0,0,0,0.000
838,23,4,0.018,8.82,110.01,144,144,144,0,0,0,0.000
839,24,5,0.018,8.82,110.01,144,144,144,0,0,0,0.000
840,1,0,0.018,8.82,110.01,144,144,144,0,0,0,0.000
841,2,1,0.020,8.82,110.01,144,144,144,0,0,0,0.000
842,3,2,0.018,8.82,110.01,144,144,144,0,0,0,0.000
843,4,3,0.018,8.82,110.01,144,144,144,0,0,0,0.000
844,5,4,0.018,8.82,110.01,144,144,144,0,0,0,0.000
845,6,5,0.018,8.82,110.01,144,144,144,0,0,0,0.000
846,7,0,0.018,8.82,110.01,144,144,144,0,0,0,0.000
847,8,1,0.018,8.82,110.01,144,144,144,0,0,0,0.000
848,9,2,0.018,8.82,110.01,144,144,144,0,0,0,0.000
849,10,3,0.019,8.83,110.01,144,144,144,0,0,0,0.000
850,11,4,0.018,8.83,110.01,144,144,144,1,1,1,20.593
851,12,5,0.036,8.96,110.01,144,144,144,0,0,0,0.000
852,13,0,0.021,8.96,110.01,144,144,144,0,0,0,0.000
853,14,1,0.021,8.96,110.01,144,144,144,0,0,0,0.000
854,15,2,0.020,8.96,110.01,144,144,144,0,0,0,0.000
855,16,3,0.021,8.96,110.01,144,144,144,0,0,0,0.000
856,17,4,0.020,8.96,110.01,144,144,144,0,0,0,0.000
857,18,5,0.022,8.96,110.01,144,144,144,0,0,0,0.000
858,19,0,0.020,8.96,110.01,144,144,144,0,0,0,0.000
859,20,1,0.020,8.96,110.01,144,144,144,0,0,0,0.000
860,21,2,0.020,8.96,110.01,144,144,144,0,0,0,0.000
861,22,3,0.022,8.96,110.01,144,144,144,0,0,0,0.000
862,23,4,0.021,8.96,110.01,144,144,144,0,0,0,0.000
863,24,5,0.021,8.96,110.01,144,144,144,0,0,0,0.000
864,1,0,0.020,8.96,110.01,144,144,144,0,0,0,0.000
865,2,1,0.021,8.97,110.01,144,144,144,0,0,0,0.000
866,3,2,0.020,8.97,110.01,144,144,144,0,0,0,0.000
867,4,3,0.020,8.97,110.01,144,144,144,0,0,0,0.000
868,5,4,0.020,8.97,110.01,144,144,144,0,0,0,0.000
869,6,5,0.020,8.97,110.01,144,144,144,0,0,0,0.000
870,7,0,0.021,8.97,110.01,144,144,144,0,0,0,0.000
871,8,1,0.021,8.97,110.01,144,144,144,0,0,0,0.000
872,9,2,0.020,8.97,110.01,144,144,144,0,0,0,0.000
873,10,3,0.021,8.98,110.01,144,144,144,0,0,0,0.000
